
=== PEPE ===
2025-02-01 → 👍 732  👎 585  📊 1317  👍比: 55.58%  👎比: 44.42%  多數: up | 真實: down ❌
2019-04-18 → 👍 202  👎 170  📊 372  👍比: 54.30%  👎比: 45.70%  多數: up | 真實: down ❌
2019-04-19 → 👍 147  👎 143  📊 290  👍比: 50.69%  👎比: 49.31%  多數: up | 真實: down ❌
2019-04-20 → 👍 156  👎 138  📊 294  👍比: 53.06%  👎比: 46.94%  多數: up | 真實: up ✅
2019-04-21 → 👍 112  👎 124  📊 236  👍比: 47.46%  👎比: 52.54%  多數: down | 真實: down ✅
2019-04-22 → 👍 158  👎 140  📊 298  👍比: 53.02%  👎比: 46.98%  多數: up | 真實: down ❌
2019-04-23 → 👍 157  👎 146  📊 303  👍比: 51.82%  👎比: 48.18%  多數: up | 真實: up ✅
2019-04-24 → 👍 162  👎 127  📊 289  👍比: 56.06%  👎比: 43.94%  多數: up | 真實: up ✅
2019-04-25 → 👍 123  👎 156  📊 279  👍比: 44.09%  👎比: 55.91%  多數: down | 真實: down ✅
2019-04-26 → 👍 126  👎 116  📊 242  👍比: 52.07%  👎比: 47.93%  多數: up | 真實: down ❌
2019-04-27 → 👍 110  👎 114  📊 224  👍比: 49.11%  👎比: 50.89%  多數: down | 真實: down ✅
2019-04-28 → 👍 119  👎 115  📊 234  👍比: 50.85%  👎比: 49.15%  多數: up | 真實: up ✅
2019-04-29 → 👍 127  👎 131  📊 258  👍比: 49.22%  👎比: 50.78%  多數: down | 真實: up ❌
2019-04-30 → 👍 194  👎 236  📊 430  👍比: 45.12%  👎比: 54.88%  多數: down | 真實: up ❌
2020-01-01 → 👍 41  👎 89  📊 130  👍比: 31.54%  👎比: 68.46%  多數: down | 真實: down ✅
2020-01-02 → 👍 19  👎 13  📊 32  👍比: 59.38%  👎比: 40.62%  多數: up | 真實: up ✅
2020-01-03 → 👍 88  👎 87  📊 175  👍比: 50.29%  👎比: 49.71%  多數: up | 真實: up ✅
2020-01-04 → 👍 128  👎 118  📊 246  👍比: 52.03%  👎比: 47.97%  多數: up | 真實: down ❌
2020-01-05 → 👍 115  👎 121  📊 236  👍比: 48.73%  👎比: 51.27%  多數: down | 真實: up ❌
2020-01-06 → 👍 141  👎 149  📊 290  👍比: 48.62%  👎比: 51.38%  多數: down | 真實: up ❌
2020-01-07 → 👍 119  👎 82  📊 201  👍比: 59.20%  👎比: 40.80%  多數: up | 真實: up ✅
2020-01-08 → 👍 134  👎 95  📊 229  👍比: 58.52%  👎比: 41.48%  多數: up | 真實: down ❌
2020-01-09 → 👍 118  👎 111  📊 229  👍比: 51.53%  👎比: 48.47%  多數: up | 真實: up ✅
2020-01-10 → 👍 170  👎 124  📊 294  👍比: 57.82%  👎比: 42.18%  多數: up | 真實: down ❌
2020-01-11 → 👍 89  👎 70  📊 159  👍比: 55.97%  👎比: 44.03%  多數: up | 真實: down ❌
2020-01-12 → 👍 83  👎 86  📊 169  👍比: 49.11%  👎比: 50.89%  多數: down | 真實: down ✅
2020-01-13 → 👍 90  👎 101  📊 191  👍比: 47.12%  👎比: 52.88%  多數: down | 真實: down ✅
2020-01-14 → 👍 112  👎 91  📊 203  👍比: 55.17%  👎比: 44.83%  多數: up | 真實: up ✅
2020-01-15 → 👍 95  👎 91  📊 186  👍比: 51.08%  👎比: 48.92%  多數: up | 真實: down ❌
2020-01-16 → 👍 92  👎 63  📊 155  👍比: 59.35%  👎比: 40.65%  多數: up | 真實: down ❌
2020-01-17 → 👍 133  👎 110  📊 243  👍比: 54.73%  👎比: 45.27%  多數: up | 真實: down ❌
2020-01-18 → 👍 131  👎 139  📊 270  👍比: 48.52%  👎比: 51.48%  多數: down | 真實: down ✅
2020-01-19 → 👍 70  👎 144  📊 214  👍比: 32.71%  👎比: 67.29%  多數: down | 真實: down ✅
2020-01-20 → 👍 99  👎 97  📊 196  👍比: 50.51%  👎比: 49.49%  多數: up | 真實: down ❌
2020-01-21 → 👍 93  👎 81  📊 174  👍比: 53.45%  👎比: 46.55%  多數: up | 真實: down ❌
2020-01-22 → 👍 69  👎 87  📊 156  👍比: 44.23%  👎比: 55.77%  多數: down | 真實: up ❌
2020-01-23 → 👍 94  👎 90  📊 184  👍比: 51.09%  👎比: 48.91%  多數: up | 真實: up ✅
2020-01-24 → 👍 101  👎 73  📊 174  👍比: 58.05%  👎比: 41.95%  多數: up | 真實: up ✅
2020-01-25 → 👍 86  👎 83  📊 169  👍比: 50.89%  👎比: 49.11%  多數: up | 真實: down ❌
2020-01-26 → 👍 87  👎 61  📊 148  👍比: 58.78%  👎比: 41.22%  多數: up | 真實: down ❌
2020-01-27 → 👍 75  👎 62  📊 137  👍比: 54.74%  👎比: 45.26%  多數: up | 真實: up ✅
2020-01-28 → 👍 51  👎 142  📊 193  👍比: 26.42%  👎比: 73.58%  多數: down | 真實: up ❌
2020-01-29 → 👍 108  👎 102  📊 210  👍比: 51.43%  👎比: 48.57%  多數: up | 真實: up ✅
2020-01-30 → 👍 48  👎 114  📊 162  👍比: 29.63%  👎比: 70.37%  多數: down | 真實: down ✅
2020-01-31 → 👍 100  👎 75  📊 175  👍比: 57.14%  👎比: 42.86%  多數: up | 真實: down ❌
2020-02-01 → 👍 88  👎 79  📊 167  👍比: 52.69%  👎比: 47.31%  多數: up | 真實: down ❌
2020-02-02 → 👍 87  👎 88  📊 175  👍比: 49.71%  👎比: 50.29%  多數: down | 真實: down ✅
2020-02-03 → 👍 94  👎 84  📊 178  👍比: 52.81%  👎比: 47.19%  多數: up | 真實: down ❌
2020-02-04 → 👍 104  👎 113  📊 217  👍比: 47.93%  👎比: 52.07%  多數: down | 真實: up ❌
2020-02-05 → 👍 59  👎 63  📊 122  👍比: 48.36%  👎比: 51.64%  多數: down | 真實: down ✅
2020-02-06 → 👍 125  👎 91  📊 216  👍比: 57.87%  👎比: 42.13%  多數: up | 真實: down ❌
2020-02-07 → 👍 4  👎 2  📊 6  👍比: 66.67%  👎比: 33.33%  多數: up | 真實: up ✅
2020-02-08 → 👍 293  👎 295  📊 588  👍比: 49.83%  👎比: 50.17%  多數: down | 真實: up ❌
2020-02-09 → 👍 229  👎 200  📊 429  👍比: 53.38%  👎比: 46.62%  多數: up | 真實: up ✅
2020-02-10 → 👍 185  👎 152  📊 337  👍比: 54.90%  👎比: 45.10%  多數: up | 真實: up ✅
2020-02-11 → 👍 112  👎 107  📊 219  👍比: 51.14%  👎比: 48.86%  多數: up | 真實: up ✅
2020-02-12 → 👍 151  👎 120  📊 271  👍比: 55.72%  👎比: 44.28%  多數: up | 真實: up ✅
2020-02-13 → 👍 128  👎 107  📊 235  👍比: 54.47%  👎比: 45.53%  多數: up | 真實: up ✅
2020-02-14 → 👍 111  👎 95  📊 206  👍比: 53.88%  👎比: 46.12%  多數: up | 真實: down ❌
2020-02-15 → 👍 72  👎 144  📊 216  👍比: 33.33%  👎比: 66.67%  多數: down | 真實: down ✅
2020-02-16 → 👍 82  👎 98  📊 180  👍比: 45.56%  👎比: 54.44%  多數: down | 真實: up ❌
2020-02-17 → 👍 92  👎 85  📊 177  👍比: 51.98%  👎比: 48.02%  多數: up | 真實: down ❌
2020-02-18 → 👍 126  👎 122  📊 248  👍比: 50.81%  👎比: 49.19%  多數: up | 真實: up ✅
2020-02-19 → 👍 81  👎 83  📊 164  👍比: 49.39%  👎比: 50.61%  多數: down | 真實: up ❌
2020-02-20 → 👍 50  👎 106  📊 156  👍比: 32.05%  👎比: 67.95%  多數: down | 真實: up ❌
2020-02-21 → 👍 99  👎 97  📊 196  👍比: 50.51%  👎比: 49.49%  多數: up | 真實: down ❌
2020-02-22 → 👍 36  👎 82  📊 118  👍比: 30.51%  👎比: 69.49%  多數: down | 真實: up ❌
2020-02-23 → 👍 58  👎 103  📊 161  👍比: 36.02%  👎比: 63.98%  多數: down | 真實: down ✅
2020-02-24 → 👍 89  👎 109  📊 198  👍比: 44.95%  👎比: 55.05%  多數: down | 真實: up ❌
2020-02-25 → 👍 86  👎 74  📊 160  👍比: 53.75%  👎比: 46.25%  多數: up | 真實: up ✅
2020-02-26 → 👍 98  👎 72  📊 170  👍比: 57.65%  👎比: 42.35%  多數: up | 真實: up ✅
2020-02-27 → 👍 96  👎 87  📊 183  👍比: 52.46%  👎比: 47.54%  多數: up | 真實: up ✅
2020-02-28 → 👍 69  👎 54  📊 123  👍比: 56.10%  👎比: 43.90%  多數: up | 真實: up ✅
2020-02-29 → 👍 67  👎 83  📊 150  👍比: 44.67%  👎比: 55.33%  多數: down | 真實: down ✅
2020-03-01 → 👍 84  👎 74  📊 158  👍比: 53.16%  👎比: 46.84%  多數: up | 真實: up ✅
2020-03-02 → 👍 87  👎 70  📊 157  👍比: 55.41%  👎比: 44.59%  多數: up | 真實: down ❌
2020-03-03 → 👍 269  👎 232  📊 501  👍比: 53.69%  👎比: 46.31%  多數: up | 真實: down ❌
2020-03-04 → 👍 181  👎 154  📊 335  👍比: 54.03%  👎比: 45.97%  多數: up | 真實: down ❌
2020-03-05 → 👍 107  👎 95  📊 202  👍比: 52.97%  👎比: 47.03%  多數: up | 真實: down ❌
2020-03-06 → 👍 86  👎 77  📊 163  👍比: 52.76%  👎比: 47.24%  多數: up | 真實: up ✅
2020-03-07 → 👍 57  👎 97  📊 154  👍比: 37.01%  👎比: 62.99%  多數: down | 真實: down ✅
2020-03-08 → 👍 79  👎 80  📊 159  👍比: 49.69%  👎比: 50.31%  多數: down | 真實: down ✅
2020-03-09 → 👍 107  👎 82  📊 189  👍比: 56.61%  👎比: 43.39%  多數: up | 真實: down ❌
2020-03-10 → 👍 83  👎 76  📊 159  👍比: 52.20%  👎比: 47.80%  多數: up | 真實: up ✅
2020-03-11 → 👍 47  👎 86  📊 133  👍比: 35.34%  👎比: 64.66%  多數: down | 真實: down ✅
2020-03-12 → 👍 115  👎 166  📊 281  👍比: 40.93%  👎比: 59.07%  多數: down | 真實: down ✅
2020-03-13 → 👍 102  👎 91  📊 193  👍比: 52.85%  👎比: 47.15%  多數: up | 真實: down ❌
2020-03-14 → 👍 69  👎 73  📊 142  👍比: 48.59%  👎比: 51.41%  多數: down | 真實: down ✅
2020-03-15 → 👍 69  👎 52  📊 121  👍比: 57.02%  👎比: 42.98%  多數: up | 真實: down ❌
2020-03-16 → 👍 63  👎 80  📊 143  👍比: 44.06%  👎比: 55.94%  多數: down | 真實: down ✅
2020-03-17 → 👍 70  👎 84  📊 154  👍比: 45.45%  👎比: 54.55%  多數: down | 真實: up ❌
2020-03-18 → 👍 62  👎 56  📊 118  👍比: 52.54%  👎比: 47.46%  多數: up | 真實: up ✅
2020-03-19 → 👍 107  👎 88  📊 195  👍比: 54.87%  👎比: 45.13%  多數: up | 真實: down ❌
2020-03-20 → 👍 78  👎 66  📊 144  👍比: 54.17%  👎比: 45.83%  多數: up | 真實: up ✅
2020-03-21 → 👍 60  👎 39  📊 99  👍比: 60.61%  👎比: 39.39%  多數: up | 真實: down ❌
2020-03-22 → 👍 73  👎 66  📊 139  👍比: 52.52%  👎比: 47.48%  多數: up | 真實: down ❌
2020-03-23 → 👍 78  👎 70  📊 148  👍比: 52.70%  👎比: 47.30%  多數: up | 真實: down ❌
2020-03-24 → 👍 73  👎 56  📊 129  👍比: 56.59%  👎比: 43.41%  多數: up | 真實: up ✅
2020-03-25 → 👍 76  👎 62  📊 138  👍比: 55.07%  👎比: 44.93%  多數: up | 真實: down ❌
2020-03-26 → 👍 61  👎 82  📊 143  👍比: 42.66%  👎比: 57.34%  多數: down | 真實: down ✅
2020-03-27 → 👍 72  👎 66  📊 138  👍比: 52.17%  👎比: 47.83%  多數: up | 真實: down ❌
2020-03-28 → 👍 48  👎 49  📊 97  👍比: 49.48%  👎比: 50.52%  多數: down | 真實: up ❌
2020-03-29 → 👍 76  👎 65  📊 141  👍比: 53.90%  👎比: 46.10%  多數: up | 真實: down ❌
2020-03-30 → 👍 88  👎 98  📊 186  👍比: 47.31%  👎比: 52.69%  多數: down | 真實: up ❌
2020-03-31 → 👍 3  👎 0  📊 3  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: up ✅
2020-04-01 → 👍 123  👎 106  📊 229  👍比: 53.71%  👎比: 46.29%  多數: up | 真實: up ✅
2020-04-02 → 👍 68  👎 94  📊 162  👍比: 41.98%  👎比: 58.02%  多數: down | 真實: down ✅
2020-04-03 → 👍 64  👎 64  📊 128  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2020-04-04 → 👍 63  👎 84  📊 147  👍比: 42.86%  👎比: 57.14%  多數: down | 真實: up ❌
2020-04-05 → 👍 50  👎 59  📊 109  👍比: 45.87%  👎比: 54.13%  多數: down | 真實: up ❌
2020-04-06 → 👍 67  👎 69  📊 136  👍比: 49.26%  👎比: 50.74%  多數: down | 真實: up ❌
2020-04-07 → 👍 94  👎 74  📊 168  👍比: 55.95%  👎比: 44.05%  多數: up | 真實: down ❌
2020-04-08 → 👍 65  👎 54  📊 119  👍比: 54.62%  👎比: 45.38%  多數: up | 真實: up ✅
2020-04-09 → 👍 67  👎 55  📊 122  👍比: 54.92%  👎比: 45.08%  多數: up | 真實: up ✅
2020-04-10 → 👍 77  👎 72  📊 149  👍比: 51.68%  👎比: 48.32%  多數: up | 真實: down ❌
2020-04-11 → 👍 77  👎 74  📊 151  👍比: 50.99%  👎比: 49.01%  多數: up | 真實: down ❌
2020-04-12 → 👍 69  👎 64  📊 133  👍比: 51.88%  👎比: 48.12%  多數: up | 真實: down ❌
2020-04-13 → 👍 58  👎 73  📊 131  👍比: 44.27%  👎比: 55.73%  多數: down | 真實: down ✅
2020-04-14 → 👍 93  👎 82  📊 175  👍比: 53.14%  👎比: 46.86%  多數: up | 真實: up ✅
2020-04-15 → 👍 72  👎 62  📊 134  👍比: 53.73%  👎比: 46.27%  多數: up | 真實: down ❌
2020-04-16 → 👍 77  👎 69  📊 146  👍比: 52.74%  👎比: 47.26%  多數: up | 真實: down ❌
2020-04-17 → 👍 63  👎 82  📊 145  👍比: 43.45%  👎比: 56.55%  多數: down | 真實: up ❌
2020-04-18 → 👍 73  👎 53  📊 126  👍比: 57.94%  👎比: 42.06%  多數: up | 真實: down ❌
2020-04-19 → 👍 50  👎 73  📊 123  👍比: 40.65%  👎比: 59.35%  多數: down | 真實: down ✅
2020-04-20 → 👍 104  👎 78  📊 182  👍比: 57.14%  👎比: 42.86%  多數: up | 真實: down ❌
2020-04-21 → 👍 84  👎 74  📊 158  👍比: 53.16%  👎比: 46.84%  多數: up | 真實: down ❌
2020-04-22 → 👍 81  👎 67  📊 148  👍比: 54.73%  👎比: 45.27%  多數: up | 真實: down ❌
2020-04-23 → 👍 87  👎 69  📊 156  👍比: 55.77%  👎比: 44.23%  多數: up | 真實: down ❌
2020-04-24 → 👍 67  👎 55  📊 122  👍比: 54.92%  👎比: 45.08%  多數: up | 真實: up ✅
2020-04-25 → 👍 91  👎 82  📊 173  👍比: 52.60%  👎比: 47.40%  多數: up | 真實: up ✅
2020-04-26 → 👍 191  👎 156  📊 347  👍比: 55.04%  👎比: 44.96%  多數: up | 真實: down ❌
2020-04-27 → 👍 137  👎 129  📊 266  👍比: 51.50%  👎比: 48.50%  多數: up | 真實: up ✅
2020-04-28 → 👍 83  👎 94  📊 177  👍比: 46.89%  👎比: 53.11%  多數: down | 真實: up ❌
2020-04-29 → 👍 115  👎 86  📊 201  👍比: 57.21%  👎比: 42.79%  多數: up | 真實: down ❌
2020-04-30 → 👍 102  👎 97  📊 199  👍比: 51.26%  👎比: 48.74%  多數: up | 真實: up ✅
2021-03-01 → 👍 2672  👎 2448  📊 5120  👍比: 52.19%  👎比: 47.81%  多數: up | 真實: down ❌
2021-03-02 → 👍 403  👎 462  📊 865  👍比: 46.59%  👎比: 53.41%  多數: down | 真實: down ✅
2021-03-03 → 👍 1551  👎 1380  📊 2931  👍比: 52.92%  👎比: 47.08%  多數: up | 真實: up ✅
2021-03-04 → 👍 2199  👎 2026  📊 4225  👍比: 52.05%  👎比: 47.95%  多數: up | 真實: down ❌
2021-03-05 → 👍 1949  👎 1744  📊 3693  👍比: 52.78%  👎比: 47.22%  多數: up | 真實: up ✅
2021-03-06 → 👍 67  👎 57  📊 124  👍比: 54.03%  👎比: 45.97%  多數: up | 真實: up ✅
2021-03-09 → 👍 72  👎 39  📊 111  👍比: 64.86%  👎比: 35.14%  多數: up | 真實: down ❌
2021-03-10 → 👍 87  👎 78  📊 165  👍比: 52.73%  👎比: 47.27%  多數: up | 真實: up ✅
2021-03-11 → 👍 24  👎 19  📊 43  👍比: 55.81%  👎比: 44.19%  多數: up | 真實: down ❌
2021-03-12 → 👍 33  👎 37  📊 70  👍比: 47.14%  👎比: 52.86%  多數: down | 真實: up ❌
2021-03-13 → 👍 481  👎 508  📊 989  👍比: 48.63%  👎比: 51.37%  多數: down | 真實: down ✅
2021-03-15 → 👍 1766  👎 1556  📊 3322  👍比: 53.16%  👎比: 46.84%  多數: up | 真實: up ✅
2021-03-16 → 👍 1501  👎 1414  📊 2915  👍比: 51.49%  👎比: 48.51%  多數: up | 真實: down ❌
2021-03-17 → 👍 1612  👎 1446  📊 3058  👍比: 52.71%  👎比: 47.29%  多數: up | 真實: down ❌
2021-03-18 → 👍 2192  👎 2033  📊 4225  👍比: 51.88%  👎比: 48.12%  多數: up | 真實: down ❌
2021-03-19 → 👍 1943  👎 1999  📊 3942  👍比: 49.29%  👎比: 50.71%  多數: down | 真實: up ❌
2021-03-20 → 👍 1896  👎 1836  📊 3732  👍比: 50.80%  👎比: 49.20%  多數: up | 真實: up ✅
2021-03-21 → 👍 1467  👎 1556  📊 3023  👍比: 48.53%  👎比: 51.47%  多數: down | 真實: down ✅
2021-03-22 → 👍 1805  👎 1566  📊 3371  👍比: 53.54%  👎比: 46.46%  多數: up | 真實: down ❌
2021-03-23 → 👍 1986  👎 1765  📊 3751  👍比: 52.95%  👎比: 47.05%  多數: up | 真實: up ✅
2021-03-24 → 👍 2009  👎 2645  📊 4654  👍比: 43.17%  👎比: 56.83%  多數: down | 真實: down ✅
2021-03-25 → 👍 1768  👎 1999  📊 3767  👍比: 46.93%  👎比: 53.07%  多數: down | 真實: up ❌
2021-03-26 → 👍 1529  👎 1332  📊 2861  👍比: 53.44%  👎比: 46.56%  多數: up | 真實: up ✅
2021-03-27 → 👍 1264  👎 1127  📊 2391  👍比: 52.86%  👎比: 47.14%  多數: up | 真實: down ❌
2021-03-28 → 👍 1307  👎 1196  📊 2503  👍比: 52.22%  👎比: 47.78%  多數: up | 真實: up ✅
2021-03-29 → 👍 1371  👎 1144  📊 2515  👍比: 54.51%  👎比: 45.49%  多數: up | 真實: down ❌
2021-03-30 → 👍 1554  👎 1390  📊 2944  👍比: 52.79%  👎比: 47.21%  多數: up | 真實: down ❌
2021-03-31 → 👍 1332  👎 1212  📊 2544  👍比: 52.36%  👎比: 47.64%  多數: up | 真實: up ✅
2021-04-01 → 👍 4141  👎 3678  📊 7819  👍比: 52.96%  👎比: 47.04%  多數: up | 真實: down ❌
2021-04-02 → 👍 1946  👎 1751  📊 3697  👍比: 52.64%  👎比: 47.36%  多數: up | 真實: down ❌
2021-04-03 → 👍 310  👎 317  📊 627  👍比: 49.44%  👎比: 50.56%  多數: down | 真實: up ❌
2021-04-04 → 👍 1364  👎 1190  📊 2554  👍比: 53.41%  👎比: 46.59%  多數: up | 真實: up ✅
2021-04-05 → 👍 1466  👎 1242  📊 2708  👍比: 54.14%  👎比: 45.86%  多數: up | 真實: up ✅
2021-04-06 → 👍 2014  👎 1730  📊 3744  👍比: 53.79%  👎比: 46.21%  多數: up | 真實: down ❌
2021-04-07 → 👍 1972  👎 1808  📊 3780  👍比: 52.17%  👎比: 47.83%  多數: up | 真實: down ❌
2021-04-08 → 👍 1371  👎 1244  📊 2615  👍比: 52.43%  👎比: 47.57%  多數: up | 真實: down ❌
2021-04-09 → 👍 1593  👎 1408  📊 3001  👍比: 53.08%  👎比: 46.92%  多數: up | 真實: down ❌
2021-04-10 → 👍 1809  👎 1602  📊 3411  👍比: 53.03%  👎比: 46.97%  多數: up | 真實: up ✅
2021-04-11 → 👍 5186  👎 3272  📊 8458  👍比: 61.31%  👎比: 38.69%  多數: up | 真實: up ✅
2021-04-12 → 👍 1440  👎 1305  📊 2745  👍比: 52.46%  👎比: 47.54%  多數: up | 真實: up ✅
2021-04-13 → 👍 8650  👎 2899  📊 11549  👍比: 74.90%  👎比: 25.10%  多數: up | 真實: up ✅
2021-04-14 → 👍 9762  👎 8398  📊 18160  👍比: 53.76%  👎比: 46.24%  多數: up | 真實: up ✅
2021-04-15 → 👍 10667  👎 9335  📊 20002  👍比: 53.33%  👎比: 46.67%  多數: up | 真實: down ❌
2021-04-16 → 👍 4798  👎 4283  📊 9081  👍比: 52.84%  👎比: 47.16%  多數: up | 真實: down ❌
2021-04-17 → 👍 173  👎 167  📊 340  👍比: 50.88%  👎比: 49.12%  多數: up | 真實: down ❌
2021-04-18 → 👍 8895  👎 6885  📊 15780  👍比: 56.37%  👎比: 43.63%  多數: up | 真實: up ✅
2021-04-19 → 👍 1980  👎 1880  📊 3860  👍比: 51.30%  👎比: 48.70%  多數: up | 真實: down ❌
2021-04-20 → 👍 14794  👎 13223  📊 28017  👍比: 52.80%  👎比: 47.20%  多數: up | 真實: down ❌
2021-04-21 → 👍 1100  👎 1013  📊 2113  👍比: 52.06%  👎比: 47.94%  多數: up | 真實: up ✅
2021-04-22 → 👍 1538  👎 1390  📊 2928  👍比: 52.53%  👎比: 47.47%  多數: up | 真實: up ✅
2021-04-23 → 👍 1894  👎 1585  📊 3479  👍比: 54.44%  👎比: 45.56%  多數: up | 真實: up ✅
2021-04-24 → 👍 2381  👎 2095  📊 4476  👍比: 53.19%  👎比: 46.81%  多數: up | 真實: down ❌
2021-04-25 → 👍 4782  👎 3562  📊 8344  👍比: 57.31%  👎比: 42.69%  多數: up | 真實: up ✅
2021-04-26 → 👍 3017  👎 2728  📊 5745  👍比: 52.52%  👎比: 47.48%  多數: up | 真實: down ❌
2021-04-27 → 👍 4277  👎 3902  📊 8179  👍比: 52.29%  👎比: 47.71%  多數: up | 真實: down ❌
2021-04-28 → 👍 233  👎 228  📊 461  👍比: 50.54%  👎比: 49.46%  多數: up | 真實: up ✅
2021-04-29 → 👍 3916  👎 3471  📊 7387  👍比: 53.01%  👎比: 46.99%  多數: up | 真實: up ✅
2021-04-30 → 👍 4749  👎 4311  📊 9060  👍比: 52.42%  👎比: 47.58%  多數: up | 真實: down ❌
2021-05-01 → 👍 4728  👎 2760  📊 7488  👍比: 63.14%  👎比: 36.86%  多數: up | 真實: up ✅
2021-05-02 → 👍 5455  👎 3876  📊 9331  👍比: 58.46%  👎比: 41.54%  多數: up | 真實: up ✅
2021-05-03 → 👍 9270  👎 8338  📊 17608  👍比: 52.65%  👎比: 47.35%  多數: up | 真實: down ❌
2021-05-04 → 👍 20280  👎 17855  📊 38135  👍比: 53.18%  👎比: 46.82%  多數: up | 真實: up ✅
2021-05-05 → 👍 9431  👎 8221  📊 17652  👍比: 53.43%  👎比: 46.57%  多數: up | 真實: down ❌
2021-05-06 → 👍 5669  👎 5195  📊 10864  👍比: 52.18%  👎比: 47.82%  多數: up | 真實: up ✅
2021-05-07 → 👍 9475  👎 8375  📊 17850  👍比: 53.08%  👎比: 46.92%  多數: up | 真實: up ✅
2021-05-08 → 👍 12264  👎 11013  📊 23277  👍比: 52.69%  👎比: 47.31%  多數: up | 真實: down ❌
2021-05-09 → 👍 36038  👎 32496  📊 68534  👍比: 52.58%  👎比: 47.42%  多數: up | 真實: up ✅
2021-05-10 → 👍 8886  👎 8085  📊 16971  👍比: 52.36%  👎比: 47.64%  多數: up | 真實: down ❌
2021-05-11 → 👍 16779  👎 15369  📊 32148  👍比: 52.19%  👎比: 47.81%  多數: up | 真實: up ✅
2021-05-12 → 👍 9451  👎 22786  📊 32237  👍比: 29.32%  👎比: 70.68%  多數: down | 真實: down ✅
2021-05-13 → 👍 7893  👎 6812  📊 14705  👍比: 53.68%  👎比: 46.32%  多數: up | 真實: up ✅
2021-05-14 → 👍 5691  👎 5169  📊 10860  👍比: 52.40%  👎比: 47.60%  多數: up | 真實: up ✅
2021-05-15 → 👍 10029  👎 9087  📊 19116  👍比: 52.46%  👎比: 47.54%  多數: up | 真實: up ✅
2021-05-16 → 👍 18165  👎 16383  📊 34548  👍比: 52.58%  👎比: 47.42%  多數: up | 真實: down ❌
2021-05-17 → 👍 16511  👎 14653  📊 31164  👍比: 52.98%  👎比: 47.02%  多數: up | 真實: up ✅
2021-05-18 → 👍 9288  👎 8185  📊 17473  👍比: 53.16%  👎比: 46.84%  多數: up | 真實: up ✅
2021-05-19 → 👍 12742  👎 11325  📊 24067  👍比: 52.94%  👎比: 47.06%  多數: up | 真實: down ❌
2021-05-20 → 👍 6968  👎 13645  📊 20613  👍比: 33.80%  👎比: 66.20%  多數: down | 真實: up ❌
2021-05-21 → 👍 7649  👎 6772  📊 14421  👍比: 53.04%  👎比: 46.96%  多數: up | 真實: down ❌
2021-05-22 → 👍 1507  👎 1394  📊 2901  👍比: 51.95%  👎比: 48.05%  多數: up | 真實: down ❌
2021-05-23 → 👍 6632  👎 5945  📊 12577  👍比: 52.73%  👎比: 47.27%  多數: up | 真實: up ✅
2021-05-24 → 👍 6060  👎 10164  📊 16224  👍比: 37.35%  👎比: 62.65%  多數: down | 真實: up ❌
2021-05-25 → 👍 11223  👎 18581  📊 29804  👍比: 37.66%  👎比: 62.34%  多數: down | 真實: down ✅
2021-05-26 → 👍 7531  👎 6772  📊 14303  👍比: 52.65%  👎比: 47.35%  多數: up | 真實: down ❌
2021-05-27 → 👍 3618  👎 14491  📊 18109  👍比: 19.98%  👎比: 80.02%  多數: down | 真實: down ✅
2021-05-28 → 👍 4739  👎 4314  📊 9053  👍比: 52.35%  👎比: 47.65%  多數: up | 真實: up ✅
2021-05-29 → 👍 4119  👎 3729  📊 7848  👍比: 52.48%  👎比: 47.52%  多數: up | 真實: down ❌
2021-05-30 → 👍 3900  👎 3571  📊 7471  👍比: 52.20%  👎比: 47.80%  多數: up | 真實: up ✅
2021-05-31 → 👍 4076  👎 3775  📊 7851  👍比: 51.92%  👎比: 48.08%  多數: up | 真實: down ❌
2021-06-01 → 👍 5861  👎 6263  📊 12124  👍比: 48.34%  👎比: 51.66%  多數: down | 真實: up ❌
2021-06-02 → 👍 9774  👎 8658  📊 18432  👍比: 53.03%  👎比: 46.97%  多數: up | 真實: up ✅
2021-06-03 → 👍 7354  👎 6585  📊 13939  👍比: 52.76%  👎比: 47.24%  多數: up | 真實: down ❌
2021-06-04 → 👍 5435  👎 8953  📊 14388  👍比: 37.77%  👎比: 62.23%  多數: down | 真實: down ✅
2021-06-05 → 👍 6582  👎 6020  📊 12602  👍比: 52.23%  👎比: 47.77%  多數: up | 真實: down ❌
2021-06-06 → 👍 1049  👎 889  📊 1938  👍比: 54.13%  👎比: 45.87%  多數: up | 真實: down ❌
2021-06-07 → 👍 5198  👎 4579  📊 9777  👍比: 53.17%  👎比: 46.83%  多數: up | 真實: up ✅
2021-06-08 → 👍 4557  👎 4254  📊 8811  👍比: 51.72%  👎比: 48.28%  多數: up | 真實: up ✅
2021-06-09 → 👍 4733  👎 4303  📊 9036  👍比: 52.38%  👎比: 47.62%  多數: up | 真實: down ❌
2021-06-10 → 👍 3950  👎 3522  📊 7472  👍比: 52.86%  👎比: 47.14%  多數: up | 真實: up ✅
2021-06-11 → 👍 4964  👎 4446  📊 9410  👍比: 52.75%  👎比: 47.25%  多數: up | 真實: down ❌
2021-06-12 → 👍 516  👎 472  📊 988  👍比: 52.23%  👎比: 47.77%  多數: up | 真實: down ❌
