
=== PEPE ===
2025-02-01 → 👍 747  👎 570  📊 1317  👍比: 56.72%  👎比: 43.28%  多數: up | 真實: up ✅
2021-03-02 → 👍 411  👎 454  📊 865  👍比: 47.51%  👎比: 52.49%  多數: down | 真實: down ✅
2021-03-03 → 👍 1591  👎 1340  📊 2931  👍比: 54.28%  👎比: 45.72%  多數: up | 真實: down ❌
2021-03-04 → 👍 2296  👎 1929  📊 4225  👍比: 54.34%  👎比: 45.66%  多數: up | 真實: down ❌
2021-03-05 → 👍 1988  👎 1705  📊 3693  👍比: 53.83%  👎比: 46.17%  多數: up | 真實: up ✅
2021-03-06 → 👍 59  👎 65  📊 124  👍比: 47.58%  👎比: 52.42%  多數: down | 真實: up ❌
2021-03-09 → 👍 63  👎 48  📊 111  👍比: 56.76%  👎比: 43.24%  多數: up | 真實: down ❌
2021-03-10 → 👍 83  👎 82  📊 165  👍比: 50.30%  👎比: 49.70%  多數: up | 真實: up ✅
2021-03-11 → 👍 22  👎 21  📊 43  👍比: 51.16%  👎比: 48.84%  多數: up | 真實: down ❌
2021-03-12 → 👍 37  👎 33  📊 70  👍比: 52.86%  👎比: 47.14%  多數: up | 真實: down ❌
2021-03-13 → 👍 527  👎 462  📊 989  👍比: 53.29%  👎比: 46.71%  多數: up | 真實: down ❌
2021-03-15 → 👍 1842  👎 1480  📊 3322  👍比: 55.45%  👎比: 44.55%  多數: up | 真實: up ✅
2021-03-16 → 👍 1578  👎 1337  📊 2915  👍比: 54.13%  👎比: 45.87%  多數: up | 真實: down ❌
2021-03-17 → 👍 1724  👎 1334  📊 3058  👍比: 56.38%  👎比: 43.62%  多數: up | 真實: up ✅
2021-03-18 → 👍 2295  👎 1930  📊 4225  👍比: 54.32%  👎比: 45.68%  多數: up | 真實: up ✅
2021-03-19 → 👍 1908  👎 2034  📊 3942  👍比: 48.40%  👎比: 51.60%  多數: down | 真實: up ❌
2021-03-20 → 👍 1973  👎 1759  📊 3732  👍比: 52.87%  👎比: 47.13%  多數: up | 真實: down ❌
2021-03-21 → 👍 1437  👎 1586  📊 3023  👍比: 47.54%  👎比: 52.46%  多數: down | 真實: down ✅
2021-03-22 → 👍 1819  👎 1552  📊 3371  👍比: 53.96%  👎比: 46.04%  多數: up | 真實: down ❌
2021-03-23 → 👍 2063  👎 1688  📊 3751  👍比: 55.00%  👎比: 45.00%  多數: up | 真實: up ✅
2021-03-24 → 👍 2379  👎 2275  📊 4654  👍比: 51.12%  👎比: 48.88%  多數: up | 真實: down ❌
2021-03-25 → 👍 1762  👎 2005  📊 3767  👍比: 46.77%  👎比: 53.23%  多數: down | 真實: down ✅
2021-03-26 → 👍 1568  👎 1293  📊 2861  👍比: 54.81%  👎比: 45.19%  多數: up | 真實: up ✅
2021-03-27 → 👍 1289  👎 1102  📊 2391  👍比: 53.91%  👎比: 46.09%  多數: up | 真實: up ✅
2021-03-28 → 👍 1374  👎 1129  📊 2503  👍比: 54.89%  👎比: 45.11%  多數: up | 真實: up ✅
2021-03-29 → 👍 1399  👎 1116  📊 2515  👍比: 55.63%  👎比: 44.37%  多數: up | 真實: down ❌
2021-03-30 → 👍 1588  👎 1356  📊 2944  👍比: 53.94%  👎比: 46.06%  多數: up | 真實: down ❌
2021-03-31 → 👍 1392  👎 1152  📊 2544  👍比: 54.72%  👎比: 45.28%  多數: up | 真實: up ✅
2021-04-01 → 👍 4317  👎 3502  📊 7819  👍比: 55.21%  👎比: 44.79%  多數: up | 真實: down ❌
2021-04-02 → 👍 2036  👎 1661  📊 3697  👍比: 55.07%  👎比: 44.93%  多數: up | 真實: up ✅
2021-04-03 → 👍 326  👎 301  📊 627  👍比: 51.99%  👎比: 48.01%  多數: up | 真實: up ✅
2021-04-04 → 👍 1402  👎 1152  📊 2554  👍比: 54.89%  👎比: 45.11%  多數: up | 真實: up ✅
2021-04-05 → 👍 1504  👎 1204  📊 2708  👍比: 55.54%  👎比: 44.46%  多數: up | 真實: up ✅
2021-04-06 → 👍 2109  👎 1635  📊 3744  👍比: 56.33%  👎比: 43.67%  多數: up | 真實: down ❌
2021-04-07 → 👍 2077  👎 1703  📊 3780  👍比: 54.95%  👎比: 45.05%  多數: up | 真實: down ❌
2021-04-08 → 👍 1429  👎 1186  📊 2615  👍比: 54.65%  👎比: 45.35%  多數: up | 真實: down ❌
2021-04-09 → 👍 1630  👎 1371  📊 3001  👍比: 54.32%  👎比: 45.68%  多數: up | 真實: down ❌
2021-04-10 → 👍 1914  👎 1497  📊 3411  👍比: 56.11%  👎比: 43.89%  多數: up | 真實: up ✅
2021-04-11 → 👍 5230  👎 3228  📊 8458  👍比: 61.83%  👎比: 38.17%  多數: up | 真實: up ✅
2021-04-12 → 👍 1502  👎 1243  📊 2745  👍比: 54.72%  👎比: 45.28%  多數: up | 真實: up ✅
2021-04-13 → 👍 8616  👎 2933  📊 11549  👍比: 74.60%  👎比: 25.40%  多數: up | 真實: up ✅
2021-04-14 → 👍 10101  👎 8059  📊 18160  👍比: 55.62%  👎比: 44.38%  多數: up | 真實: up ✅
2021-04-15 → 👍 11102  👎 8900  📊 20002  👍比: 55.50%  👎比: 44.50%  多數: up | 真實: down ❌
2021-04-16 → 👍 4966  👎 4115  📊 9081  👍比: 54.69%  👎比: 45.31%  多數: up | 真實: down ❌
2021-04-17 → 👍 187  👎 153  📊 340  👍比: 55.00%  👎比: 45.00%  多數: up | 真實: down ❌
2021-04-18 → 👍 9082  👎 6698  📊 15780  👍比: 57.55%  👎比: 42.45%  多數: up | 真實: up ✅
2021-04-19 → 👍 2078  👎 1782  📊 3860  👍比: 53.83%  👎比: 46.17%  多數: up | 真實: down ❌
2021-04-20 → 👍 15489  👎 12528  📊 28017  👍比: 55.28%  👎比: 44.72%  多數: up | 真實: down ❌
2021-04-21 → 👍 1174  👎 939  📊 2113  👍比: 55.56%  👎比: 44.44%  多數: up | 真實: up ✅
2021-04-22 → 👍 1590  👎 1338  📊 2928  👍比: 54.30%  👎比: 45.70%  多數: up | 真實: up ✅
2021-04-23 → 👍 1927  👎 1552  📊 3479  👍比: 55.39%  👎比: 44.61%  多數: up | 真實: down ❌
2021-04-24 → 👍 2468  👎 2008  📊 4476  👍比: 55.14%  👎比: 44.86%  多數: up | 真實: down ❌
2021-04-25 → 👍 4649  👎 3695  📊 8344  👍比: 55.72%  👎比: 44.28%  多數: up | 真實: down ❌
2021-04-26 → 👍 3135  👎 2610  📊 5745  👍比: 54.57%  👎比: 45.43%  多數: up | 真實: down ❌
2021-04-27 → 👍 4461  👎 3718  📊 8179  👍比: 54.54%  👎比: 45.46%  多數: up | 真實: down ❌
2021-04-28 → 👍 242  👎 219  📊 461  👍比: 52.49%  👎比: 47.51%  多數: up | 真實: up ✅
2021-04-29 → 👍 4119  👎 3268  📊 7387  👍比: 55.76%  👎比: 44.24%  多數: up | 真實: up ✅
2021-04-30 → 👍 4948  👎 4112  📊 9060  👍比: 54.61%  👎比: 45.39%  多數: up | 真實: down ❌
2021-05-01 → 👍 4647  👎 2841  📊 7488  👍比: 62.06%  👎比: 37.94%  多數: up | 真實: up ✅
2021-05-02 → 👍 5506  👎 3825  📊 9331  👍比: 59.01%  👎比: 40.99%  多數: up | 真實: down ❌
2021-05-03 → 👍 9690  👎 7918  📊 17608  👍比: 55.03%  👎比: 44.97%  多數: up | 真實: down ❌
2021-05-04 → 👍 21133  👎 17002  📊 38135  👍比: 55.42%  👎比: 44.58%  多數: up | 真實: up ✅
2021-05-05 → 👍 9718  👎 7934  📊 17652  👍比: 55.05%  👎比: 44.95%  多數: up | 真實: down ❌
2021-05-06 → 👍 5963  👎 4901  📊 10864  👍比: 54.89%  👎比: 45.11%  多數: up | 真實: up ✅
2021-05-07 → 👍 9849  👎 8001  📊 17850  👍比: 55.18%  👎比: 44.82%  多數: up | 真實: up ✅
2021-05-08 → 👍 12739  👎 10538  📊 23277  👍比: 54.73%  👎比: 45.27%  多數: up | 真實: down ❌
2021-05-09 → 👍 37815  👎 30719  📊 68534  👍比: 55.18%  👎比: 44.82%  多數: up | 真實: up ✅
2021-05-10 → 👍 9318  👎 7653  📊 16971  👍比: 54.91%  👎比: 45.09%  多數: up | 真實: down ❌
2021-05-11 → 👍 17617  👎 14531  📊 32148  👍比: 54.80%  👎比: 45.20%  多數: up | 真實: up ✅
2021-05-12 → 👍 14307  👎 17930  📊 32237  👍比: 44.38%  👎比: 55.62%  多數: down | 真實: down ✅
2021-05-13 → 👍 8150  👎 6555  📊 14705  👍比: 55.42%  👎比: 44.58%  多數: up | 真實: up ✅
2021-05-14 → 👍 5929  👎 4931  📊 10860  👍比: 54.59%  👎比: 45.41%  多數: up | 真實: up ✅
2021-05-15 → 👍 10400  👎 8716  📊 19116  👍比: 54.40%  👎比: 45.60%  多數: up | 真實: up ✅
2021-05-16 → 👍 18964  👎 15584  📊 34548  👍比: 54.89%  👎比: 45.11%  多數: up | 真實: up ✅
2021-05-17 → 👍 17265  👎 13899  📊 31164  👍比: 55.40%  👎比: 44.60%  多數: up | 真實: up ✅
2021-05-18 → 👍 9693  👎 7780  📊 17473  👍比: 55.47%  👎比: 44.53%  多數: up | 真實: up ✅
2021-05-19 → 👍 13339  👎 10728  📊 24067  👍比: 55.42%  👎比: 44.58%  多數: up | 真實: down ❌
2021-05-20 → 👍 7696  👎 12917  📊 20613  👍比: 37.34%  👎比: 62.66%  多數: down | 真實: up ❌
2021-05-21 → 👍 7968  👎 6453  📊 14421  👍比: 55.25%  👎比: 44.75%  多數: up | 真實: down ❌
2021-05-22 → 👍 1557  👎 1344  📊 2901  👍比: 53.67%  👎比: 46.33%  多數: up | 真實: down ❌
2021-05-23 → 👍 6869  👎 5708  📊 12577  👍比: 54.62%  👎比: 45.38%  多數: up | 真實: down ❌
2021-05-24 → 👍 7040  👎 9184  📊 16224  👍比: 43.39%  👎比: 56.61%  多數: down | 真實: up ❌
2021-05-25 → 👍 13023  👎 16781  📊 29804  👍比: 43.70%  👎比: 56.30%  多數: down | 真實: down ✅
2021-05-26 → 👍 7808  👎 6495  📊 14303  👍比: 54.59%  👎比: 45.41%  多數: up | 真實: down ❌
2021-05-27 → 👍 3899  👎 14210  📊 18109  👍比: 21.53%  👎比: 78.47%  多數: down | 真實: down ✅
2021-05-28 → 👍 4946  👎 4107  📊 9053  👍比: 54.63%  👎比: 45.37%  多數: up | 真實: up ✅
2021-05-29 → 👍 4310  👎 3538  📊 7848  👍比: 54.92%  👎比: 45.08%  多數: up | 真實: down ❌
2021-05-30 → 👍 4083  👎 3388  📊 7471  👍比: 54.65%  👎比: 45.35%  多數: up | 真實: up ✅
2021-05-31 → 👍 4273  👎 3578  📊 7851  👍比: 54.43%  👎比: 45.57%  多數: up | 真實: down ❌
2021-06-01 → 👍 6033  👎 6091  📊 12124  👍比: 49.76%  👎比: 50.24%  多數: down | 真實: up ❌
2021-06-02 → 👍 10100  👎 8332  📊 18432  👍比: 54.80%  👎比: 45.20%  多數: up | 真實: up ✅
2021-06-03 → 👍 7598  👎 6341  📊 13939  👍比: 54.51%  👎比: 45.49%  多數: up | 真實: down ❌
2021-06-04 → 👍 5891  👎 8497  📊 14388  👍比: 40.94%  👎比: 59.06%  多數: down | 真實: down ✅
2021-06-05 → 👍 6857  👎 5745  📊 12602  👍比: 54.41%  👎比: 45.59%  多數: up | 真實: up ✅
2021-06-06 → 👍 1078  👎 860  📊 1938  👍比: 55.62%  👎比: 44.38%  多數: up | 真實: down ❌
2021-06-07 → 👍 5406  👎 4371  📊 9777  👍比: 55.29%  👎比: 44.71%  多數: up | 真實: up ✅
2021-06-08 → 👍 4752  👎 4059  📊 8811  👍比: 53.93%  👎比: 46.07%  多數: up | 真實: up ✅
2021-06-09 → 👍 4894  👎 4142  📊 9036  👍比: 54.16%  👎比: 45.84%  多數: up | 真實: down ❌
2021-06-10 → 👍 4123  👎 3349  📊 7472  👍比: 55.18%  👎比: 44.82%  多數: up | 真實: down ❌
2021-06-11 → 👍 5215  👎 4195  📊 9410  👍比: 55.42%  👎比: 44.58%  多數: up | 真實: down ❌
2021-06-12 → 👍 550  👎 438  📊 988  👍比: 55.67%  👎比: 44.33%  多數: up | 真實: down ❌
2021-06-13 → 👍 2593  👎 2097  📊 4690  👍比: 55.29%  👎比: 44.71%  多數: up | 真實: down ❌
2021-06-14 → 👍 2518  👎 2950  📊 5468  👍比: 46.05%  👎比: 53.95%  多數: down | 真實: up ❌
2021-06-15 → 👍 66  👎 55  📊 121  👍比: 54.55%  👎比: 45.45%  多數: up | 真實: up ✅
2021-06-16 → 👍 812  👎 676  📊 1488  👍比: 54.57%  👎比: 45.43%  多數: up | 真實: up ✅
2021-06-17 → 👍 75  👎 74  📊 149  👍比: 50.34%  👎比: 49.66%  多數: up | 真實: down ❌
2021-06-18 → 👍 2793  👎 2146  📊 4939  👍比: 56.55%  👎比: 43.45%  多數: up | 真實: up ✅
2021-06-19 → 👍 3746  👎 3058  📊 6804  👍比: 55.06%  👎比: 44.94%  多數: up | 真實: up ✅
2021-06-20 → 👍 251  👎 358  📊 609  👍比: 41.22%  👎比: 58.78%  多數: down | 真實: down ✅
2021-06-21 → 👍 4292  👎 3552  📊 7844  👍比: 54.72%  👎比: 45.28%  多數: up | 真實: up ✅
2021-06-22 → 👍 3985  👎 3378  📊 7363  👍比: 54.12%  👎比: 45.88%  多數: up | 真實: up ✅
2021-06-23 → 👍 5107  👎 4262  📊 9369  👍比: 54.51%  👎比: 45.49%  多數: up | 真實: up ✅
2021-06-24 → 👍 2930  👎 2451  📊 5381  👍比: 54.45%  👎比: 45.55%  多數: up | 真實: down ❌
2021-06-25 → 👍 792  👎 1221  📊 2013  👍比: 39.34%  👎比: 60.66%  多數: down | 真實: down ✅
2021-06-26 → 👍 3523  👎 2931  📊 6454  👍比: 54.59%  👎比: 45.41%  多數: up | 真實: up ✅
2021-06-27 → 👍 2101  👎 1774  📊 3875  👍比: 54.22%  👎比: 45.78%  多數: up | 真實: down ❌
2021-06-28 → 👍 2496  👎 1976  📊 4472  👍比: 55.81%  👎比: 44.19%  多數: up | 真實: up ✅
2021-06-29 → 👍 2408  👎 2013  📊 4421  👍比: 54.47%  👎比: 45.53%  多數: up | 真實: down ❌
2021-06-30 → 👍 1043  👎 774  📊 1817  👍比: 57.40%  👎比: 42.60%  多數: up | 真實: down ❌
2021-07-01 → 👍 4781  👎 3974  📊 8755  👍比: 54.61%  👎比: 45.39%  多數: up | 真實: down ❌
2021-07-02 → 👍 4461  👎 3725  📊 8186  👍比: 54.50%  👎比: 45.50%  多數: up | 真實: up ✅
2021-07-03 → 👍 2903  👎 2274  📊 5177  👍比: 56.07%  👎比: 43.93%  多數: up | 真實: up ✅
2021-07-04 → 👍 3139  👎 2660  📊 5799  👍比: 54.13%  👎比: 45.87%  多數: up | 真實: down ❌
2021-07-05 → 👍 995  👎 1490  📊 2485  👍比: 40.04%  👎比: 59.96%  多數: down | 真實: down ✅
2021-07-06 → 👍 2253  👎 1837  📊 4090  👍比: 55.09%  👎比: 44.91%  多數: up | 真實: down ❌
2021-07-07 → 👍 2026  👎 1699  📊 3725  👍比: 54.39%  👎比: 45.61%  多數: up | 真實: up ✅
2021-07-08 → 👍 1985  👎 1619  📊 3604  👍比: 55.08%  👎比: 44.92%  多數: up | 真實: up ✅
2021-07-09 → 👍 743  👎 630  📊 1373  👍比: 54.12%  👎比: 45.88%  多數: up | 真實: up ✅
2021-07-10 → 👍 2315  👎 1939  📊 4254  👍比: 54.42%  👎比: 45.58%  多數: up | 真實: down ❌
2021-07-11 → 👍 565  👎 1029  📊 1594  👍比: 35.45%  👎比: 64.55%  多數: down | 真實: up ❌
2021-07-12 → 👍 968  👎 740  📊 1708  👍比: 56.67%  👎比: 43.33%  多數: up | 真實: up ✅
2021-07-13 → 👍 1433  👎 1178  📊 2611  👍比: 54.88%  👎比: 45.12%  多數: up | 真實: down ❌
2021-07-14 → 👍 1246  👎 1058  📊 2304  👍比: 54.08%  👎比: 45.92%  多數: up | 真實: down ❌
2021-07-15 → 👍 2294  👎 1944  📊 4238  👍比: 54.13%  👎比: 45.87%  多數: up | 真實: down ❌
2021-07-16 → 👍 2796  👎 2277  📊 5073  👍比: 55.12%  👎比: 44.88%  多數: up | 真實: down ❌
2021-07-17 → 👍 2838  👎 2270  📊 5108  👍比: 55.56%  👎比: 44.44%  多數: up | 真實: down ❌
2021-07-18 → 👍 588  👎 524  📊 1112  👍比: 52.88%  👎比: 47.12%  多數: up | 真實: down ❌
2021-07-19 → 👍 1335  👎 1151  📊 2486  👍比: 53.70%  👎比: 46.30%  多數: up | 真實: down ❌
2021-07-20 → 👍 3661  👎 2994  📊 6655  👍比: 55.01%  👎比: 44.99%  多數: up | 真實: down ❌
2021-07-21 → 👍 2607  👎 2193  📊 4800  👍比: 54.31%  👎比: 45.69%  多數: up | 真實: up ✅
2021-07-22 → 👍 671  👎 506  📊 1177  👍比: 57.01%  👎比: 42.99%  多數: up | 真實: down ❌
2021-07-23 → 👍 653  👎 530  📊 1183  👍比: 55.20%  👎比: 44.80%  多數: up | 真實: up ✅
2021-07-24 → 👍 214  👎 224  📊 438  👍比: 48.86%  👎比: 51.14%  多數: down | 真實: down ✅
2021-07-25 → 👍 457  👎 388  📊 845  👍比: 54.08%  👎比: 45.92%  多數: up | 真實: down ❌
2021-07-26 → 👍 4020  👎 3289  📊 7309  👍比: 55.00%  👎比: 45.00%  多數: up | 真實: down ❌
2021-07-27 → 👍 1839  👎 1545  📊 3384  👍比: 54.34%  👎比: 45.66%  多數: up | 真實: up ✅
2021-07-28 → 👍 816  👎 686  📊 1502  👍比: 54.33%  👎比: 45.67%  多數: up | 真實: down ❌
2021-07-29 → 👍 901  👎 785  📊 1686  👍比: 53.44%  👎比: 46.56%  多數: up | 真實: up ✅
2021-07-30 → 👍 277  👎 277  📊 554  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: down ❌
2021-07-31 → 👍 86  👎 84  📊 170  👍比: 50.59%  👎比: 49.41%  多數: up | 真實: up ✅
2021-08-01 → 👍 45  👎 45  📊 90  👍比: 50.00%  👎比: 50.00%  多數: up | 真實: up ✅
2021-08-02 → 👍 87  👎 126  📊 213  👍比: 40.85%  👎比: 59.15%  多數: down | 真實: down ✅
2021-08-03 → 👍 1660  👎 1314  📊 2974  👍比: 55.82%  👎比: 44.18%  多數: up | 真實: down ❌
2021-08-04 → 👍 333  👎 252  📊 585  👍比: 56.92%  👎比: 43.08%  多數: up | 真實: up ✅
2021-08-05 → 👍 171  👎 132  📊 303  👍比: 56.44%  👎比: 43.56%  多數: up | 真實: up ✅
2021-08-06 → 👍 758  👎 615  📊 1373  👍比: 55.21%  👎比: 44.79%  多數: up | 真實: down ❌
2021-08-07 → 👍 1000  👎 552  📊 1552  👍比: 64.43%  👎比: 35.57%  多數: up | 真實: up ✅
2021-08-08 → 👍 760  👎 618  📊 1378  👍比: 55.15%  👎比: 44.85%  多數: up | 真實: down ❌
2021-08-09 → 👍 831  👎 673  📊 1504  👍比: 55.25%  👎比: 44.75%  多數: up | 真實: down ❌
2021-08-10 → 👍 497  👎 401  📊 898  👍比: 55.35%  👎比: 44.65%  多數: up | 真實: up ✅
2021-08-11 → 👍 1530  👎 1186  📊 2716  👍比: 56.33%  👎比: 43.67%  多數: up | 真實: up ✅
2021-08-12 → 👍 173  👎 142  📊 315  👍比: 54.92%  👎比: 45.08%  多數: up | 真實: up ✅
2021-08-13 → 👍 1076  👎 980  📊 2056  👍比: 52.33%  👎比: 47.67%  多數: up | 真實: up ✅
2021-08-14 → 👍 1268  👎 1081  📊 2349  👍比: 53.98%  👎比: 46.02%  多數: up | 真實: up ✅
2021-08-15 → 👍 3415  👎 2670  📊 6085  👍比: 56.12%  👎比: 43.88%  多數: up | 真實: up ✅
2021-08-16 → 👍 2564  👎 1511  📊 4075  👍比: 62.92%  👎比: 37.08%  多數: up | 真實: down ❌
2021-08-17 → 👍 1709  👎 1375  📊 3084  👍比: 55.42%  👎比: 44.58%  多數: up | 真實: up ✅
2021-08-18 → 👍 2828  👎 2250  📊 5078  👍比: 55.69%  👎比: 44.31%  多數: up | 真實: up ✅
2021-08-19 → 👍 438  👎 354  📊 792  👍比: 55.30%  👎比: 44.70%  多數: up | 真實: up ✅
2021-08-20 → 👍 22  👎 20  📊 42  👍比: 52.38%  👎比: 47.62%  多數: up | 真實: up ✅
2021-08-21 → 👍 2  👎 3  📊 5  👍比: 40.00%  👎比: 60.00%  多數: down | 真實: down ✅
2021-08-22 → 👍 238  👎 294  📊 532  👍比: 44.74%  👎比: 55.26%  多數: down | 真實: down ✅
2021-08-23 → 👍 1299  👎 1093  📊 2392  👍比: 54.31%  👎比: 45.69%  多數: up | 真實: up ✅
2021-08-24 → 👍 750  👎 659  📊 1409  👍比: 53.23%  👎比: 46.77%  多數: up | 真實: down ❌
2021-08-25 → 👍 224  👎 338  📊 562  👍比: 39.86%  👎比: 60.14%  多數: down | 真實: up ❌
2021-08-26 → 👍 986  👎 788  📊 1774  👍比: 55.58%  👎比: 44.42%  多數: up | 真實: up ✅
2021-08-27 → 👍 244  👎 182  📊 426  👍比: 57.28%  👎比: 42.72%  多數: up | 真實: down ❌
2021-08-28 → 👍 981  👎 774  📊 1755  👍比: 55.90%  👎比: 44.10%  多數: up | 真實: down ❌
2021-08-29 → 👍 710  👎 601  📊 1311  👍比: 54.16%  👎比: 45.84%  多數: up | 真實: down ❌
2021-08-30 → 👍 925  👎 1141  📊 2066  👍比: 44.77%  👎比: 55.23%  多數: down | 真實: down ✅
2021-08-31 → 👍 714  👎 620  📊 1334  👍比: 53.52%  👎比: 46.48%  多數: up | 真實: down ❌
2021-09-01 → 👍 116  👎 124  📊 240  👍比: 48.33%  👎比: 51.67%  多數: down | 真實: up ❌
2021-09-02 → 👍 1171  👎 1006  📊 2177  👍比: 53.79%  👎比: 46.21%  多數: up | 真實: up ✅
2021-09-03 → 👍 229  👎 223  📊 452  👍比: 50.66%  👎比: 49.34%  多數: up | 真實: up ✅
2021-09-04 → 👍 1567  👎 1400  📊 2967  👍比: 52.81%  👎比: 47.19%  多數: up | 真實: down ❌
2021-09-05 → 👍 1009  👎 785  📊 1794  👍比: 56.24%  👎比: 43.76%  多數: up | 真實: up ✅
2021-09-06 → 👍 307  👎 240  📊 547  👍比: 56.12%  👎比: 43.88%  多數: up | 真實: up ✅
2021-09-07 → 👍 2571  👎 2041  📊 4612  👍比: 55.75%  👎比: 44.25%  多數: up | 真實: up ✅
2021-09-08 → 👍 2527  👎 2171  📊 4698  👍比: 53.79%  👎比: 46.21%  多數: up | 真實: up ✅
2021-09-09 → 👍 1382  👎 1140  📊 2522  👍比: 54.80%  👎比: 45.20%  多數: up | 真實: up ✅
2021-09-10 → 👍 337  👎 533  📊 870  👍比: 38.74%  👎比: 61.26%  多數: down | 真實: down ✅
2021-09-11 → 👍 52  👎 43  📊 95  👍比: 54.74%  👎比: 45.26%  多數: up | 真實: up ✅
2021-09-12 → 👍 642  👎 540  📊 1182  👍比: 54.31%  👎比: 45.69%  多數: up | 真實: down ❌
2021-09-13 → 👍 341  👎 297  📊 638  👍比: 53.45%  👎比: 46.55%  多數: up | 真實: up ✅
2021-09-14 → 👍 118  👎 92  📊 210  👍比: 56.19%  👎比: 43.81%  多數: up | 真實: up ✅
2021-09-15 → 👍 326  👎 263  📊 589  👍比: 55.35%  👎比: 44.65%  多數: up | 真實: down ❌
2021-09-16 → 👍 244  👎 156  📊 400  👍比: 61.00%  👎比: 39.00%  多數: up | 真實: down ❌
2021-09-17 → 👍 352  👎 323  📊 675  👍比: 52.15%  👎比: 47.85%  多數: up | 真實: up ✅
2021-09-18 → 👍 580  👎 737  📊 1317  👍比: 44.04%  👎比: 55.96%  多數: down | 真實: up ❌
2021-09-19 → 👍 246  👎 338  📊 584  👍比: 42.12%  👎比: 57.88%  多數: down | 真實: down ✅
2021-09-20 → 👍 1514  👎 2497  📊 4011  👍比: 37.75%  👎比: 62.25%  多數: down | 真實: down ✅
2021-09-21 → 👍 1436  👎 1112  📊 2548  👍比: 56.36%  👎比: 43.64%  多數: up | 真實: down ❌
2021-09-22 → 👍 1221  👎 1115  📊 2336  👍比: 52.27%  👎比: 47.73%  多數: up | 真實: up ✅
2021-09-23 → 👍 2944  👎 2458  📊 5402  👍比: 54.50%  👎比: 45.50%  多數: up | 真實: down ❌
2021-09-24 → 👍 2515  👎 2123  📊 4638  👍比: 54.23%  👎比: 45.77%  多數: up | 真實: up ✅
2021-09-25 → 👍 1123  👎 885  📊 2008  👍比: 55.93%  👎比: 44.07%  多數: up | 真實: up ✅
2021-09-26 → 👍 414  👎 369  📊 783  👍比: 52.87%  👎比: 47.13%  多數: up | 真實: up ✅
2021-09-27 → 👍 190  👎 142  📊 332  👍比: 57.23%  👎比: 42.77%  多數: up | 真實: down ❌
2021-09-28 → 👍 1497  👎 1162  📊 2659  👍比: 56.30%  👎比: 43.70%  多數: up | 真實: up ✅
2021-09-29 → 👍 232  👎 306  📊 538  👍比: 43.12%  👎比: 56.88%  多數: down | 真實: up ❌
2021-09-30 → 👍 41  👎 54  📊 95  👍比: 43.16%  👎比: 56.84%  多數: down | 真實: up ❌
2021-10-01 → 👍 369  👎 378  📊 747  👍比: 49.40%  👎比: 50.60%  多數: down | 真實: up ❌
2021-10-02 → 👍 275  👎 280  📊 555  👍比: 49.55%  👎比: 50.45%  多數: down | 真實: up ❌
2021-10-03 → 👍 362  👎 306  📊 668  👍比: 54.19%  👎比: 45.81%  多數: up | 真實: up ✅
2021-10-04 → 👍 2225  👎 2109  📊 4334  👍比: 51.34%  👎比: 48.66%  多數: up | 真實: up ✅
2021-10-05 → 👍 2723  👎 2275  📊 4998  👍比: 54.48%  👎比: 45.52%  多數: up | 真實: down ❌
2021-10-06 → 👍 457  👎 351  📊 808  👍比: 56.56%  👎比: 43.44%  多數: up | 真實: up ✅
2021-10-07 → 👍 589  👎 708  📊 1297  👍比: 45.41%  👎比: 54.59%  多數: down | 真實: down ✅
2021-10-08 → 👍 2022  👎 1653  📊 3675  👍比: 55.02%  👎比: 44.98%  多數: up | 真實: down ❌
2021-10-09 → 👍 1067  👎 869  📊 1936  👍比: 55.11%  👎比: 44.89%  多數: up | 真實: down ❌
2021-10-10 → 👍 1737  👎 1546  📊 3283  👍比: 52.91%  👎比: 47.09%  多數: up | 真實: up ✅
2021-10-11 → 👍 2897  👎 2404  📊 5301  👍比: 54.65%  👎比: 45.35%  多數: up | 真實: down ❌
2021-10-12 → 👍 2142  👎 1716  📊 3858  👍比: 55.52%  👎比: 44.48%  多數: up | 真實: up ✅
2021-10-13 → 👍 439  👎 350  📊 789  👍比: 55.64%  👎比: 44.36%  多數: up | 真實: up ✅
2021-10-14 → 👍 311  👎 237  📊 548  👍比: 56.75%  👎比: 43.25%  多數: up | 真實: up ✅
2021-10-15 → 👍 1417  👎 1181  📊 2598  👍比: 54.54%  👎比: 45.46%  多數: up | 真實: up ✅
2021-10-16 → 👍 387  👎 293  📊 680  👍比: 56.91%  👎比: 43.09%  多數: up | 真實: up ✅
2021-10-17 → 👍 675  👎 573  📊 1248  👍比: 54.09%  👎比: 45.91%  多數: up | 真實: down ❌
2021-10-18 → 👍 138  👎 145  📊 283  👍比: 48.76%  👎比: 51.24%  多數: down | 真實: up ❌
2021-10-19 → 👍 122  👎 100  📊 222  👍比: 54.95%  👎比: 45.05%  多數: up | 真實: up ✅
2021-10-20 → 👍 1799  👎 1396  📊 3195  👍比: 56.31%  👎比: 43.69%  多數: up | 真實: up ✅
2021-10-21 → 👍 772  👎 656  📊 1428  👍比: 54.06%  👎比: 45.94%  多數: up | 真實: down ❌
