
=== PEPE ===
2025-02-01 → 👍 1048  👎 269  📊 1317  👍比: 79.57%  👎比: 20.43%  多數: up | 真實: down ❌
2018-11-06 → 👍 233  👎 29  📊 262  👍比: 88.93%  👎比: 11.07%  多數: up | 真實: up ✅
2018-11-07 → 👍 186  👎 40  📊 226  👍比: 82.30%  👎比: 17.70%  多數: up | 真實: up ✅
2018-11-08 → 👍 210  👎 56  📊 266  👍比: 78.95%  👎比: 21.05%  多數: up | 真實: down ❌
2018-11-09 → 👍 231  👎 71  📊 302  👍比: 76.49%  👎比: 23.51%  多數: up | 真實: down ❌
2018-11-10 → 👍 239  👎 66  📊 305  👍比: 78.36%  👎比: 21.64%  多數: up | 真實: down ❌
2018-11-11 → 👍 165  👎 53  📊 218  👍比: 75.69%  👎比: 24.31%  多數: up | 真實: down ❌
2018-11-12 → 👍 177  👎 53  📊 230  👍比: 76.96%  👎比: 23.04%  多數: up | 真實: up ✅
2018-11-13 → 👍 158  👎 45  📊 203  👍比: 77.83%  👎比: 22.17%  多數: up | 真實: down ❌
2018-11-14 → 👍 215  👎 54  📊 269  👍比: 79.93%  👎比: 20.07%  多數: up | 真實: down ❌
2018-11-15 → 👍 269  👎 60  📊 329  👍比: 81.76%  👎比: 18.24%  多數: up | 真實: up ✅
2018-11-16 → 👍 212  👎 50  📊 262  👍比: 80.92%  👎比: 19.08%  多數: up | 真實: up ✅
2018-11-17 → 👍 147  👎 40  📊 187  👍比: 78.61%  👎比: 21.39%  多數: up | 真實: up ✅
2018-11-18 → 👍 175  👎 22  📊 197  👍比: 88.83%  👎比: 11.17%  多數: up | 真實: down ❌
2018-11-19 → 👍 219  👎 46  📊 265  👍比: 82.64%  👎比: 17.36%  多數: up | 真實: up ✅
2018-11-20 → 👍 181  👎 26  📊 207  👍比: 87.44%  👎比: 12.56%  多數: up | 真實: up ✅
2018-11-21 → 👍 177  👎 18  📊 195  👍比: 90.77%  👎比: 9.23%  多數: up | 真實: up ✅
2018-11-22 → 👍 158  👎 46  📊 204  👍比: 77.45%  👎比: 22.55%  多數: up | 真實: down ❌
2018-11-23 → 👍 165  👎 55  📊 220  👍比: 75.00%  👎比: 25.00%  多數: up | 真實: up ✅
2018-11-24 → 👍 120  👎 42  📊 162  👍比: 74.07%  👎比: 25.93%  多數: up | 真實: up ✅
2018-11-25 → 👍 135  👎 44  📊 179  👍比: 75.42%  👎比: 24.58%  多數: up | 真實: down ❌
2018-11-26 → 👍 164  👎 27  📊 191  👍比: 85.86%  👎比: 14.14%  多數: up | 真實: down ❌
2018-11-27 → 👍 202  👎 17  📊 219  👍比: 92.24%  👎比: 7.76%  多數: up | 真實: up ✅
2018-11-28 → 👍 171  👎 50  📊 221  👍比: 77.38%  👎比: 22.62%  多數: up | 真實: down ❌
2018-11-29 → 👍 145  👎 40  📊 185  👍比: 78.38%  👎比: 21.62%  多數: up | 真實: down ❌
2018-11-30 → 👍 156  👎 50  📊 206  👍比: 75.73%  👎比: 24.27%  多數: up | 真實: up ✅
2018-12-01 → 👍 146  👎 45  📊 191  👍比: 76.44%  👎比: 23.56%  多數: up | 真實: down ❌
2018-12-02 → 👍 201  👎 37  📊 238  👍比: 84.45%  👎比: 15.55%  多數: up | 真實: up ✅
2018-12-03 → 👍 194  👎 59  📊 253  👍比: 76.68%  👎比: 23.32%  多數: up | 真實: down ❌
2018-12-04 → 👍 206  👎 59  📊 265  👍比: 77.74%  👎比: 22.26%  多數: up | 真實: down ❌
2018-12-05 → 👍 47  👎 14  📊 61  👍比: 77.05%  👎比: 22.95%  多數: up | 真實: up ✅
2018-12-06 → 👍 187  👎 67  📊 254  👍比: 73.62%  👎比: 26.38%  多數: up | 真實: down ❌
2018-12-07 → 👍 224  👎 60  📊 284  👍比: 78.87%  👎比: 21.13%  多數: up | 真實: up ✅
2018-12-08 → 👍 144  👎 33  📊 177  👍比: 81.36%  👎比: 18.64%  多數: up | 真實: up ✅
2018-12-09 → 👍 120  👎 39  📊 159  👍比: 75.47%  👎比: 24.53%  多數: up | 真實: up ✅
2018-12-10 → 👍 131  👎 42  📊 173  👍比: 75.72%  👎比: 24.28%  多數: up | 真實: up ✅
2018-12-11 → 👍 165  👎 29  📊 194  👍比: 85.05%  👎比: 14.95%  多數: up | 真實: up ✅
2018-12-12 → 👍 160  👎 47  📊 207  👍比: 77.29%  👎比: 22.71%  多數: up | 真實: up ✅
2018-12-13 → 👍 150  👎 48  📊 198  👍比: 75.76%  👎比: 24.24%  多數: up | 真實: up ✅
2018-12-14 → 👍 155  👎 39  📊 194  👍比: 79.90%  👎比: 20.10%  多數: up | 真實: up ✅
2018-12-15 → 👍 131  👎 31  📊 162  👍比: 80.86%  👎比: 19.14%  多數: up | 真實: down ❌
2018-12-16 → 👍 122  👎 40  📊 162  👍比: 75.31%  👎比: 24.69%  多數: up | 真實: down ❌
2018-12-17 → 👍 224  👎 57  📊 281  👍比: 79.72%  👎比: 20.28%  多數: up | 真實: up ✅
2018-12-18 → 👍 301  👎 58  📊 359  👍比: 83.84%  👎比: 16.16%  多數: up | 真實: up ✅
2018-12-19 → 👍 244  👎 61  📊 305  👍比: 80.00%  👎比: 20.00%  多數: up | 真實: down ❌
2018-12-20 → 👍 161  👎 41  📊 202  👍比: 79.70%  👎比: 20.30%  多數: up | 真實: down ❌
2018-12-21 → 👍 132  👎 34  📊 166  👍比: 79.52%  👎比: 20.48%  多數: up | 真實: down ❌
2018-12-22 → 👍 138  👎 46  📊 184  👍比: 75.00%  👎比: 25.00%  多數: up | 真實: down ❌
2018-12-23 → 👍 155  👎 31  📊 186  👍比: 83.33%  👎比: 16.67%  多數: up | 真實: down ❌
2018-12-24 → 👍 152  👎 32  📊 184  👍比: 82.61%  👎比: 17.39%  多數: up | 真實: down ❌
2018-12-25 → 👍 170  👎 50  📊 220  👍比: 77.27%  👎比: 22.73%  多數: up | 真實: down ❌
2018-12-26 → 👍 160  👎 46  📊 206  👍比: 77.67%  👎比: 22.33%  多數: up | 真實: up ✅
2018-12-27 → 👍 188  👎 50  📊 238  👍比: 78.99%  👎比: 21.01%  多數: up | 真實: down ❌
2018-12-28 → 👍 179  👎 52  📊 231  👍比: 77.49%  👎比: 22.51%  多數: up | 真實: down ❌
2018-12-29 → 👍 136  👎 36  📊 172  👍比: 79.07%  👎比: 20.93%  多數: up | 真實: down ❌
2018-12-30 → 👍 47  👎 17  📊 64  👍比: 73.44%  👎比: 26.56%  多數: up | 真實: up ✅
2018-12-31 → 👍 121  👎 37  📊 158  👍比: 76.58%  👎比: 23.42%  多數: up | 真實: down ❌
2019-03-01 → 👍 185  👎 13  📊 198  👍比: 93.43%  👎比: 6.57%  多數: up | 真實: up ✅
2019-03-02 → 👍 137  👎 40  📊 177  👍比: 77.40%  👎比: 22.60%  多數: up | 真實: down ❌
2019-03-03 → 👍 143  👎 45  📊 188  👍比: 76.06%  👎比: 23.94%  多數: up | 真實: down ❌
2019-03-04 → 👍 214  👎 10  📊 224  👍比: 95.54%  👎比: 4.46%  多數: up | 真實: down ❌
2019-03-05 → 👍 168  👎 44  📊 212  👍比: 79.25%  👎比: 20.75%  多數: up | 真實: up ✅
2019-03-06 → 👍 205  👎 58  📊 263  👍比: 77.95%  👎比: 22.05%  多數: up | 真實: up ✅
2019-03-07 → 👍 167  👎 53  📊 220  👍比: 75.91%  👎比: 24.09%  多數: up | 真實: up ✅
2019-03-08 → 👍 83  👎 17  📊 100  👍比: 83.00%  👎比: 17.00%  多數: up | 真實: up ✅
2019-03-09 → 👍 140  👎 32  📊 172  👍比: 81.40%  👎比: 18.60%  多數: up | 真實: up ✅
2019-03-10 → 👍 123  👎 29  📊 152  👍比: 80.92%  👎比: 19.08%  多數: up | 真實: down ❌
2019-03-11 → 👍 202  👎 64  📊 266  👍比: 75.94%  👎比: 24.06%  多數: up | 真實: up ✅
2019-03-12 → 👍 186  👎 56  📊 242  👍比: 76.86%  👎比: 23.14%  多數: up | 真實: down ❌
2019-03-13 → 👍 230  👎 18  📊 248  👍比: 92.74%  👎比: 7.26%  多數: up | 真實: up ✅
2019-03-14 → 👍 234  👎 64  📊 298  👍比: 78.52%  👎比: 21.48%  多數: up | 真實: up ✅
2019-03-15 → 👍 271  👎 75  📊 346  👍比: 78.32%  👎比: 21.68%  多數: up | 真實: up ✅
2019-03-16 → 👍 150  👎 45  📊 195  👍比: 76.92%  👎比: 23.08%  多數: up | 真實: down ❌
2019-03-17 → 👍 96  👎 25  📊 121  👍比: 79.34%  👎比: 20.66%  多數: up | 真實: down ❌
2019-03-18 → 👍 199  👎 56  📊 255  👍比: 78.04%  👎比: 21.96%  多數: up | 真實: up ✅
2019-03-19 → 👍 33  👎 9  📊 42  👍比: 78.57%  👎比: 21.43%  多數: up | 真實: up ✅
2019-03-20 → 👍 329  👎 90  📊 419  👍比: 78.52%  👎比: 21.48%  多數: up | 真實: down ❌
2019-03-21 → 👍 219  👎 51  📊 270  👍比: 81.11%  👎比: 18.89%  多數: up | 真實: up ✅
2019-03-22 → 👍 203  👎 51  📊 254  👍比: 79.92%  👎比: 20.08%  多數: up | 真實: down ❌
2019-03-23 → 👍 194  👎 52  📊 246  👍比: 78.86%  👎比: 21.14%  多數: up | 真實: up ✅
2019-03-24 → 👍 148  👎 42  📊 190  👍比: 77.89%  👎比: 22.11%  多數: up | 真實: up ✅
2019-03-25 → 👍 175  👎 52  📊 227  👍比: 77.09%  👎比: 22.91%  多數: up | 真實: down ❌
2019-03-26 → 👍 173  👎 46  📊 219  👍比: 79.00%  👎比: 21.00%  多數: up | 真實: down ❌
2019-03-27 → 👍 253  👎 70  📊 323  👍比: 78.33%  👎比: 21.67%  多數: up | 真實: down ❌
2019-03-28 → 👍 262  👎 77  📊 339  👍比: 77.29%  👎比: 22.71%  多數: up | 真實: down ❌
2019-03-29 → 👍 225  👎 52  📊 277  👍比: 81.23%  👎比: 18.77%  多數: up | 真實: down ❌
2019-03-30 → 👍 197  👎 17  📊 214  👍比: 92.06%  👎比: 7.94%  多數: up | 真實: down ❌
2019-03-31 → 👍 164  👎 42  📊 206  👍比: 79.61%  👎比: 20.39%  多數: up | 真實: up ✅
2019-04-01 → 👍 571  👎 159  📊 730  👍比: 78.22%  👎比: 21.78%  多數: up | 真實: up ✅
2019-04-02 → 👍 1030  👎 277  📊 1307  👍比: 78.81%  👎比: 21.19%  多數: up | 真實: down ❌
2019-04-03 → 👍 1097  👎 299  📊 1396  👍比: 78.58%  👎比: 21.42%  多數: up | 真實: down ❌
2019-04-04 → 👍 800  👎 206  📊 1006  👍比: 79.52%  👎比: 20.48%  多數: up | 真實: up ✅
2019-04-05 → 👍 437  👎 112  📊 549  👍比: 79.60%  👎比: 20.40%  多數: up | 真實: up ✅
2019-04-06 → 👍 245  👎 63  📊 308  👍比: 79.55%  👎比: 20.45%  多數: up | 真實: down ❌
2019-04-07 → 👍 268  👎 71  📊 339  👍比: 79.06%  👎比: 20.94%  多數: up | 真實: up ✅
2019-04-08 → 👍 268  👎 76  📊 344  👍比: 77.91%  👎比: 22.09%  多數: up | 真實: up ✅
2019-04-09 → 👍 323  👎 85  📊 408  👍比: 79.17%  👎比: 20.83%  多數: up | 真實: down ❌
2019-04-10 → 👍 343  👎 42  📊 385  👍比: 89.09%  👎比: 10.91%  多數: up | 真實: down ❌
2019-04-11 → 👍 239  👎 50  📊 289  👍比: 82.70%  👎比: 17.30%  多數: up | 真實: up ✅
2019-04-12 → 👍 243  👎 68  📊 311  👍比: 78.14%  👎比: 21.86%  多數: up | 真實: up ✅
2019-04-13 → 👍 233  👎 19  📊 252  👍比: 92.46%  👎比: 7.54%  多數: up | 真實: up ✅
2019-04-14 → 👍 167  👎 54  📊 221  👍比: 75.57%  👎比: 24.43%  多數: up | 真實: down ❌
2019-04-15 → 👍 213  👎 59  📊 272  👍比: 78.31%  👎比: 21.69%  多數: up | 真實: up ✅
2019-04-16 → 👍 287  👎 25  📊 312  👍比: 91.99%  👎比: 8.01%  多數: up | 真實: up ✅
2019-04-17 → 👍 261  👎 63  📊 324  👍比: 80.56%  👎比: 19.44%  多數: up | 真實: up ✅
2019-04-18 → 👍 285  👎 87  📊 372  👍比: 76.61%  👎比: 23.39%  多數: up | 真實: down ❌
2019-04-19 → 👍 271  👎 19  📊 290  👍比: 93.45%  👎比: 6.55%  多數: up | 真實: down ❌
2019-04-20 → 👍 239  👎 55  📊 294  👍比: 81.29%  👎比: 18.71%  多數: up | 真實: up ✅
2019-04-21 → 👍 180  👎 56  📊 236  👍比: 76.27%  👎比: 23.73%  多數: up | 真實: down ❌
2019-04-22 → 👍 243  👎 55  📊 298  👍比: 81.54%  👎比: 18.46%  多數: up | 真實: down ❌
2019-04-23 → 👍 241  👎 62  📊 303  👍比: 79.54%  👎比: 20.46%  多數: up | 真實: up ✅
2019-04-24 → 👍 231  👎 58  📊 289  👍比: 79.93%  👎比: 20.07%  多數: up | 真實: up ✅
2019-04-25 → 👍 233  👎 46  📊 279  👍比: 83.51%  👎比: 16.49%  多數: up | 真實: down ❌
2019-04-26 → 👍 186  👎 56  📊 242  👍比: 76.86%  👎比: 23.14%  多數: up | 真實: down ❌
2019-04-27 → 👍 210  👎 14  📊 224  👍比: 93.75%  👎比: 6.25%  多數: up | 真實: down ❌
2019-04-28 → 👍 182  👎 52  📊 234  👍比: 77.78%  👎比: 22.22%  多數: up | 真實: up ✅
2019-04-29 → 👍 213  👎 45  📊 258  👍比: 82.56%  👎比: 17.44%  多數: up | 真實: up ✅
2019-04-30 → 👍 394  👎 36  📊 430  👍比: 91.63%  👎比: 8.37%  多數: up | 真實: up ✅
2020-01-01 → 👍 123  👎 7  📊 130  👍比: 94.62%  👎比: 5.38%  多數: up | 真實: down ❌
2020-01-02 → 👍 24  👎 8  📊 32  👍比: 75.00%  👎比: 25.00%  多數: up | 真實: up ✅
2020-01-03 → 👍 136  👎 39  📊 175  👍比: 77.71%  👎比: 22.29%  多數: up | 真實: up ✅
2020-01-04 → 👍 207  👎 39  📊 246  👍比: 84.15%  👎比: 15.85%  多數: up | 真實: down ❌
2020-01-05 → 👍 200  👎 36  📊 236  👍比: 84.75%  👎比: 15.25%  多數: up | 真實: up ✅
2020-01-06 → 👍 266  👎 24  📊 290  👍比: 91.72%  👎比: 8.28%  多數: up | 真實: up ✅
2020-01-07 → 👍 152  👎 49  📊 201  👍比: 75.62%  👎比: 24.38%  多數: up | 真實: up ✅
2020-01-08 → 👍 168  👎 61  📊 229  👍比: 73.36%  👎比: 26.64%  多數: up | 真實: down ❌
2020-01-09 → 👍 178  👎 51  📊 229  👍比: 77.73%  👎比: 22.27%  多數: up | 真實: up ✅
2020-01-10 → 👍 244  👎 50  📊 294  👍比: 82.99%  👎比: 17.01%  多數: up | 真實: down ❌
2020-01-11 → 👍 122  👎 37  📊 159  👍比: 76.73%  👎比: 23.27%  多數: up | 真實: down ❌
2020-01-12 → 👍 135  👎 34  📊 169  👍比: 79.88%  👎比: 20.12%  多數: up | 真實: down ❌
2020-01-13 → 👍 153  👎 38  📊 191  👍比: 80.10%  👎比: 19.90%  多數: up | 真實: down ❌
2020-01-14 → 👍 152  👎 51  📊 203  👍比: 74.88%  👎比: 25.12%  多數: up | 真實: up ✅
2020-01-15 → 👍 152  👎 34  📊 186  👍比: 81.72%  👎比: 18.28%  多數: up | 真實: down ❌
2020-01-16 → 👍 128  👎 27  📊 155  👍比: 82.58%  👎比: 17.42%  多數: up | 真實: down ❌
2020-01-17 → 👍 189  👎 54  📊 243  👍比: 77.78%  👎比: 22.22%  多數: up | 真實: down ❌
2020-01-18 → 👍 205  👎 65  📊 270  👍比: 75.93%  👎比: 24.07%  多數: up | 真實: down ❌
2020-01-19 → 👍 196  👎 18  📊 214  👍比: 91.59%  👎比: 8.41%  多數: up | 真實: down ❌
2020-01-20 → 👍 149  👎 47  📊 196  👍比: 76.02%  👎比: 23.98%  多數: up | 真實: down ❌
2020-01-21 → 👍 124  👎 50  📊 174  👍比: 71.26%  👎比: 28.74%  多數: up | 真實: down ❌
2020-01-22 → 👍 121  👎 35  📊 156  👍比: 77.56%  👎比: 22.44%  多數: up | 真實: up ✅
2020-01-23 → 👍 147  👎 37  📊 184  👍比: 79.89%  👎比: 20.11%  多數: up | 真實: up ✅
2020-01-24 → 👍 144  👎 30  📊 174  👍比: 82.76%  👎比: 17.24%  多數: up | 真實: up ✅
2020-01-25 → 👍 125  👎 44  📊 169  👍比: 73.96%  👎比: 26.04%  多數: up | 真實: down ❌
2020-01-26 → 👍 114  👎 34  📊 148  👍比: 77.03%  👎比: 22.97%  多數: up | 真實: down ❌
2020-01-27 → 👍 110  👎 27  📊 137  👍比: 80.29%  👎比: 19.71%  多數: up | 真實: up ✅
2020-01-28 → 👍 177  👎 16  📊 193  👍比: 91.71%  👎比: 8.29%  多數: up | 真實: up ✅
2020-01-29 → 👍 153  👎 57  📊 210  👍比: 72.86%  👎比: 27.14%  多數: up | 真實: up ✅
2020-01-30 → 👍 145  👎 17  📊 162  👍比: 89.51%  👎比: 10.49%  多數: up | 真實: down ❌
2020-01-31 → 👍 144  👎 31  📊 175  👍比: 82.29%  👎比: 17.71%  多數: up | 真實: down ❌
2020-02-01 → 👍 135  👎 32  📊 167  👍比: 80.84%  👎比: 19.16%  多數: up | 真實: down ❌
2020-02-02 → 👍 134  👎 41  📊 175  👍比: 76.57%  👎比: 23.43%  多數: up | 真實: down ❌
2020-02-03 → 👍 117  👎 61  📊 178  👍比: 65.73%  👎比: 34.27%  多數: up | 真實: down ❌
2020-02-04 → 👍 172  👎 45  📊 217  👍比: 79.26%  👎比: 20.74%  多數: up | 真實: up ✅
2020-02-05 → 👍 97  👎 25  📊 122  👍比: 79.51%  👎比: 20.49%  多數: up | 真實: down ❌
2020-02-06 → 👍 172  👎 44  📊 216  👍比: 79.63%  👎比: 20.37%  多數: up | 真實: down ❌
2020-02-07 → 👍 6  👎 0  📊 6  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: up ✅
2020-02-08 → 👍 523  👎 65  📊 588  👍比: 88.95%  👎比: 11.05%  多數: up | 真實: up ✅
2020-02-09 → 👍 338  👎 91  📊 429  👍比: 78.79%  👎比: 21.21%  多數: up | 真實: up ✅
2020-02-10 → 👍 263  👎 74  📊 337  👍比: 78.04%  👎比: 21.96%  多數: up | 真實: up ✅
2020-02-11 → 👍 170  👎 49  📊 219  👍比: 77.63%  👎比: 22.37%  多數: up | 真實: up ✅
2020-02-12 → 👍 218  👎 53  📊 271  👍比: 80.44%  👎比: 19.56%  多數: up | 真實: up ✅
2020-02-13 → 👍 178  👎 57  📊 235  👍比: 75.74%  👎比: 24.26%  多數: up | 真實: up ✅
2020-02-14 → 👍 169  👎 37  📊 206  👍比: 82.04%  👎比: 17.96%  多數: up | 真實: down ❌
2020-02-15 → 👍 174  👎 42  📊 216  👍比: 80.56%  👎比: 19.44%  多數: up | 真實: down ❌
2020-02-16 → 👍 148  👎 32  📊 180  👍比: 82.22%  👎比: 17.78%  多數: up | 真實: up ✅
2020-02-17 → 👍 143  👎 34  📊 177  👍比: 80.79%  👎比: 19.21%  多數: up | 真實: down ❌
2020-02-18 → 👍 199  👎 49  📊 248  👍比: 80.24%  👎比: 19.76%  多數: up | 真實: up ✅
2020-02-19 → 👍 133  👎 31  📊 164  👍比: 81.10%  👎比: 18.90%  多數: up | 真實: up ✅
2020-02-20 → 👍 133  👎 23  📊 156  👍比: 85.26%  👎比: 14.74%  多數: up | 真實: up ✅
2020-02-21 → 👍 160  👎 36  📊 196  👍比: 81.63%  👎比: 18.37%  多數: up | 真實: down ❌
2020-02-22 → 👍 101  👎 17  📊 118  👍比: 85.59%  👎比: 14.41%  多數: up | 真實: up ✅
2020-02-23 → 👍 141  👎 20  📊 161  👍比: 87.58%  👎比: 12.42%  多數: up | 真實: down ❌
2020-02-24 → 👍 163  👎 35  📊 198  👍比: 82.32%  👎比: 17.68%  多數: up | 真實: up ✅
2020-02-25 → 👍 124  👎 36  📊 160  👍比: 77.50%  👎比: 22.50%  多數: up | 真實: up ✅
2020-02-26 → 👍 127  👎 43  📊 170  👍比: 74.71%  👎比: 25.29%  多數: up | 真實: up ✅
2020-02-27 → 👍 141  👎 42  📊 183  👍比: 77.05%  👎比: 22.95%  多數: up | 真實: up ✅
2020-02-28 → 👍 97  👎 26  📊 123  👍比: 78.86%  👎比: 21.14%  多數: up | 真實: up ✅
2020-02-29 → 👍 120  👎 30  📊 150  👍比: 80.00%  👎比: 20.00%  多數: up | 真實: down ❌
2020-03-01 → 👍 126  👎 32  📊 158  👍比: 79.75%  👎比: 20.25%  多數: up | 真實: up ✅
2020-03-02 → 👍 108  👎 49  📊 157  👍比: 68.79%  👎比: 31.21%  多數: up | 真實: down ❌
2020-03-03 → 👍 396  👎 105  📊 501  👍比: 79.04%  👎比: 20.96%  多數: up | 真實: down ❌
2020-03-04 → 👍 265  👎 70  📊 335  👍比: 79.10%  👎比: 20.90%  多數: up | 真實: down ❌
2020-03-05 → 👍 164  👎 38  📊 202  👍比: 81.19%  👎比: 18.81%  多數: up | 真實: down ❌
2020-03-06 → 👍 135  👎 28  📊 163  👍比: 82.82%  👎比: 17.18%  多數: up | 真實: up ✅
2020-03-07 → 👍 139  👎 15  📊 154  👍比: 90.26%  👎比: 9.74%  多數: up | 真實: down ❌
2020-03-08 → 👍 126  👎 33  📊 159  👍比: 79.25%  👎比: 20.75%  多數: up | 真實: down ❌
2020-03-09 → 👍 153  👎 36  📊 189  👍比: 80.95%  👎比: 19.05%  多數: up | 真實: down ❌
2020-03-10 → 👍 121  👎 38  📊 159  👍比: 76.10%  👎比: 23.90%  多數: up | 真實: up ✅
2020-03-11 → 👍 126  👎 7  📊 133  👍比: 94.74%  👎比: 5.26%  多數: up | 真實: down ❌
2020-03-12 → 👍 254  👎 27  📊 281  👍比: 90.39%  👎比: 9.61%  多數: up | 真實: down ❌
2020-03-13 → 👍 160  👎 33  📊 193  👍比: 82.90%  👎比: 17.10%  多數: up | 真實: down ❌
2020-03-14 → 👍 110  👎 32  📊 142  👍比: 77.46%  👎比: 22.54%  多數: up | 真實: down ❌
2020-03-15 → 👍 93  👎 28  📊 121  👍比: 76.86%  👎比: 23.14%  多數: up | 真實: down ❌
2020-03-16 → 👍 130  👎 13  📊 143  👍比: 90.91%  👎比: 9.09%  多數: up | 真實: down ❌
2020-03-17 → 👍 146  👎 8  📊 154  👍比: 94.81%  👎比: 5.19%  多數: up | 真實: up ✅
2020-03-18 → 👍 107  👎 11  📊 118  👍比: 90.68%  👎比: 9.32%  多數: up | 真實: up ✅
2020-03-19 → 👍 150  👎 45  📊 195  👍比: 76.92%  👎比: 23.08%  多數: up | 真實: down ❌
2020-03-20 → 👍 115  👎 29  📊 144  👍比: 79.86%  👎比: 20.14%  多數: up | 真實: up ✅
2020-03-21 → 👍 78  👎 21  📊 99  👍比: 78.79%  👎比: 21.21%  多數: up | 真實: down ❌
2020-03-22 → 👍 110  👎 29  📊 139  👍比: 79.14%  👎比: 20.86%  多數: up | 真實: down ❌
2020-03-23 → 👍 119  👎 29  📊 148  👍比: 80.41%  👎比: 19.59%  多數: up | 真實: down ❌
2020-03-24 → 👍 103  👎 26  📊 129  👍比: 79.84%  👎比: 20.16%  多數: up | 真實: up ✅
2020-03-25 → 👍 107  👎 31  📊 138  👍比: 77.54%  👎比: 22.46%  多數: up | 真實: down ❌
2020-03-26 → 👍 125  👎 18  📊 143  👍比: 87.41%  👎比: 12.59%  多數: up | 真實: down ❌
2020-03-27 → 👍 106  👎 32  📊 138  👍比: 76.81%  👎比: 23.19%  多數: up | 真實: down ❌
2020-03-28 → 👍 76  👎 21  📊 97  👍比: 78.35%  👎比: 21.65%  多數: up | 真實: up ✅
2020-03-29 → 👍 114  👎 27  📊 141  👍比: 80.85%  👎比: 19.15%  多數: up | 真實: down ❌
2020-03-30 → 👍 171  👎 15  📊 186  👍比: 91.94%  👎比: 8.06%  多數: up | 真實: up ✅
2020-03-31 → 👍 3  👎 0  📊 3  👍比: 100.00%  👎比: 0.00%  多數: up | 真實: up ✅
2020-04-01 → 👍 171  👎 58  📊 229  👍比: 74.67%  👎比: 25.33%  多數: up | 真實: up ✅
2020-04-02 → 👍 127  👎 35  📊 162  👍比: 78.40%  👎比: 21.60%  多數: up | 真實: down ❌
2020-04-03 → 👍 104  👎 24  📊 128  👍比: 81.25%  👎比: 18.75%  多數: up | 真實: down ❌
2020-04-04 → 👍 135  👎 12  📊 147  👍比: 91.84%  👎比: 8.16%  多數: up | 真實: up ✅
2020-04-05 → 👍 87  👎 22  📊 109  👍比: 79.82%  👎比: 20.18%  多數: up | 真實: up ✅
2020-04-06 → 👍 105  👎 31  📊 136  👍比: 77.21%  👎比: 22.79%  多數: up | 真實: up ✅
2020-04-07 → 👍 119  👎 49  📊 168  👍比: 70.83%  👎比: 29.17%  多數: up | 真實: down ❌
2020-04-08 → 👍 95  👎 24  📊 119  👍比: 79.83%  👎比: 20.17%  多數: up | 真實: up ✅
2020-04-09 → 👍 92  👎 30  📊 122  👍比: 75.41%  👎比: 24.59%  多數: up | 真實: up ✅
2020-04-10 → 👍 126  👎 23  📊 149  👍比: 84.56%  👎比: 15.44%  多數: up | 真實: down ❌
2020-04-11 → 👍 123  👎 28  📊 151  👍比: 81.46%  👎比: 18.54%  多數: up | 真實: down ❌
2020-04-12 → 👍 99  👎 34  📊 133  👍比: 74.44%  👎比: 25.56%  多數: up | 真實: down ❌
2020-04-13 → 👍 119  👎 12  📊 131  👍比: 90.84%  👎比: 9.16%  多數: up | 真實: down ❌
2020-04-14 → 👍 146  👎 29  📊 175  👍比: 83.43%  👎比: 16.57%  多數: up | 真實: up ✅
2020-04-15 → 👍 109  👎 25  📊 134  👍比: 81.34%  👎比: 18.66%  多數: up | 真實: down ❌
2020-04-16 → 👍 112  👎 34  📊 146  👍比: 76.71%  👎比: 23.29%  多數: up | 真實: down ❌
2020-04-17 → 👍 132  👎 13  📊 145  👍比: 91.03%  👎比: 8.97%  多數: up | 真實: up ✅
2020-04-18 → 👍 96  👎 30  📊 126  👍比: 76.19%  👎比: 23.81%  多數: up | 真實: down ❌
2020-04-19 → 👍 116  👎 7  📊 123  👍比: 94.31%  👎比: 5.69%  多數: up | 真實: down ❌
2020-04-20 → 👍 142  👎 40  📊 182  👍比: 78.02%  👎比: 21.98%  多數: up | 真實: down ❌
2020-04-21 → 👍 132  👎 26  📊 158  👍比: 83.54%  👎比: 16.46%  多數: up | 真實: down ❌
2020-04-22 → 👍 118  👎 30  📊 148  👍比: 79.73%  👎比: 20.27%  多數: up | 真實: down ❌
2020-04-23 → 👍 125  👎 31  📊 156  👍比: 80.13%  👎比: 19.87%  多數: up | 真實: down ❌
2020-04-24 → 👍 97  👎 25  📊 122  👍比: 79.51%  👎比: 20.49%  多數: up | 真實: up ✅
2020-04-25 → 👍 136  👎 37  📊 173  👍比: 78.61%  👎比: 21.39%  多數: up | 真實: up ✅
2020-04-26 → 👍 281  👎 66  📊 347  👍比: 80.98%  👎比: 19.02%  多數: up | 真實: down ❌
2020-04-27 → 👍 216  👎 50  📊 266  👍比: 81.20%  👎比: 18.80%  多數: up | 真實: up ✅
2020-04-28 → 👍 162  👎 15  📊 177  👍比: 91.53%  👎比: 8.47%  多數: up | 真實: up ✅
2020-04-29 → 👍 156  👎 45  📊 201  👍比: 77.61%  👎比: 22.39%  多數: up | 真實: down ❌
2020-04-30 → 👍 155  👎 44  📊 199  👍比: 77.89%  👎比: 22.11%  多數: up | 真實: up ✅
2021-03-01 → 👍 4022  👎 1098  📊 5120  👍比: 78.55%  👎比: 21.45%  多數: up | 真實: down ❌
2021-03-02 → 👍 782  👎 83  📊 865  👍比: 90.40%  👎比: 9.60%  多數: up | 真實: down ❌
